,Compound,Negative,Neutral,Positive,Text,Time Sent,Tweet Count,User
249,-0.2023,0.909,0.091,0.0,"In a controversial move, the Commerce Department has said the question of citizenship will again be included in the… https://t.co/TlAorhGDcZ",Tue Mar 27 02:22:26 +0000 2018,500,CNN
250,0.1531,0.794,0.091,0.115,RT @AC360: “You are looking for a way to impeach my President” Female Trump supporters tell @RandiKayeCNN they aren’t bothered by Stormy Da…,Tue Mar 27 02:19:29 +0000 2018,500,CNN
251,0.5106,0.752,0.0,0.248,"11,000 years ago, our ancestors survived abrupt climate change https://t.co/6FeFgLcclf https://t.co/UkjvAq03Hy",Tue Mar 27 02:15:07 +0000 2018,500,CNN
252,0.0,1.0,0.0,0.0,7 things we learned on the groundbreaking Qantas air route from Australia to the UK https://t.co/3nYK6gYbuK https://t.co/o7DyKG0YXN,Tue Mar 27 02:00:18 +0000 2018,500,CNN
253,-0.4767,0.846,0.154,0.0,"Police in Michigan have arrested William Strampel, a former Michigan State University dean and boss of Larry Nassar… https://t.co/HJNVddE7hQ",Tue Mar 27 01:55:36 +0000 2018,500,CNN
254,-0.5423,0.829,0.171,0.0,Louisiana Attorney General Jeff Landry will provide an update on the investigation of Alton Sterling's fatal shooti… https://t.co/jbjm8osVvN,Tue Mar 27 01:51:01 +0000 2018,500,CNN
255,-0.6486,0.751,0.249,0.0,Why the Iranian-backed Houthi high command has added fuel to fire with missile attacks on Saudi Arabia… https://t.co/4XmwWZyTzS,Tue Mar 27 01:45:06 +0000 2018,500,CNN
256,-0.2732,0.877,0.123,0.0,RT @CNNPolitics: President Trump writes a letter to the family of Parkland victim Meadow Pollack https://t.co/LzyPzCd7Jg https://t.co/MbO4v…,Tue Mar 27 01:42:33 +0000 2018,500,CNN
257,0.0,1.0,0.0,0.0,"In her 1st trip to New York's capital since announcing her gubernatorial campaign, Cynthia Nixon referred to Gov. C… https://t.co/OLiBFbabAA",Tue Mar 27 01:40:31 +0000 2018,500,CNN
258,0.1779,0.928,0.0,0.072,"As a young girl growing up in New Jersey in the wake of 9/11, Amani Al-Khatahtbeh concealed the fact that she was M… https://t.co/EEiAd3j3SH",Tue Mar 27 01:39:08 +0000 2018,500,CNN
259,-0.0516,0.759,0.127,0.114,An immigration bill you've never heard of will solve US's labor shortage https://t.co/HQ2aN7ltWm https://t.co/hHT8eJNm8Z,Tue Mar 27 01:30:11 +0000 2018,500,CNN
260,-0.1114,0.819,0.101,0.08,"President Trump pens a letter to the family of Parkland victim Meadow Pollack: ""We will not forget her life""… https://t.co/AvZlRrz8y5",Tue Mar 27 01:25:03 +0000 2018,500,CNN
261,-0.2732,0.884,0.116,0.0,"Democratic Sen. Bob Menendez warned that Interior Secretary Ryan Zinke is moving toward a ""lily-white"" agency with… https://t.co/uOCj7JrVtc",Tue Mar 27 01:20:05 +0000 2018,500,CNN
262,-0.6597,0.5,0.372,0.128,The Dow surges 669 points as trade war fears cool https://t.co/RjL3HozLCy https://t.co/T2qnWB0x03,Tue Mar 27 01:15:07 +0000 2018,500,CNN
263,0.0,1.0,0.0,0.0,"""For every article about Facebook's creepy stalker behavior, thousands of other companies are breathing a collectiv… https://t.co/I73hKkxFSS",Tue Mar 27 01:10:02 +0000 2018,500,CNN
264,0.4215,0.833,0.0,0.167,"Bill Gates tells Nigerian leaders to ""face facts"" so they can make progress https://t.co/K245VTHQnl https://t.co/wqa0Ra2lck",Tue Mar 27 01:00:25 +0000 2018,500,CNN
265,-0.0258,0.939,0.061,0.0,A former Obama White House official says the US government could have thwarted a Russian troll group's attempts to… https://t.co/9WOOoArQUR,Tue Mar 27 00:55:04 +0000 2018,500,CNN
266,0.0,1.0,0.0,0.0,"RT @OutFrontCNN: After Sunday evening's wide-ranging and detailed interview on 60 Minutes, the President may need to hunker down - his 60 d…",Tue Mar 27 00:51:19 +0000 2018,500,CNN
267,0.3182,0.897,0.0,0.103,"Most people don't think the ""law and order"" president respects the rule of law | Analysis by CNN's Gregory Krieg an… https://t.co/ivKsF9ynqh",Tue Mar 27 00:50:03 +0000 2018,500,CNN
268,0.4019,0.803,0.0,0.197,"Arianna Huffington wants to help fix our ""culture of burnout"" https://t.co/DVjrNGcZWt https://t.co/rLd8rueFVp",Tue Mar 27 00:45:05 +0000 2018,500,CNN
269,-0.4019,0.766,0.153,0.081,"A former NFL cheerleader, who was fired in part for an Instagram post that was deemed inappropriate, is alleging ge… https://t.co/qlohRXB1ml",Tue Mar 27 00:40:07 +0000 2018,500,CNN
270,0.4767,0.838,0.0,0.162,Trump's approval rating is *this* close to Obama's and Reagan's | Analysis by CNN's Z. Byron Wolf… https://t.co/EL7FdNDYaC,Tue Mar 27 00:35:04 +0000 2018,500,CNN
271,-0.6808,0.728,0.272,0.0,Killer Mike posted two videos on Sunday apologizing for a video interview he did with the NRA… https://t.co/V3cMEoDV0W,Tue Mar 27 00:30:16 +0000 2018,500,CNN
272,-0.6486,0.694,0.306,0.0,Mueller's critics are wrong about his role | By Michael Zeldin via @CNNOpinion https://t.co/5oN0lvV3nV https://t.co/LzDb4qcuAt,Tue Mar 27 00:25:04 +0000 2018,500,CNN
273,-0.3818,0.86,0.14,0.0,"Jared Kushner’s meetings are under investigation for potential conflicts, a letter from the Office of Government Et… https://t.co/kUglZm2CcE",Tue Mar 27 00:22:00 +0000 2018,500,CNN
274,0.0,1.0,0.0,0.0,Wall Street's head-spinning reaction to trade headlines https://t.co/wHPLURl5BV https://t.co/i1AJ0jPopN,Tue Mar 27 00:15:06 +0000 2018,500,CNN
275,-0.2584,0.915,0.085,0.0,"RT @OutFrontCNN: ""You just can't have a person in that position who does not have a full security clearance"" - Joan Walsh of The Nation res…",Tue Mar 27 00:12:51 +0000 2018,500,CNN
276,-0.7845,0.669,0.331,0.0,"President Trump has stayed in touch with Rob Porter, a former aide who resigned after accusations of spousal abuse… https://t.co/0CcPRf1i0Y",Tue Mar 27 00:10:06 +0000 2018,500,CNN
277,0.0,1.0,0.0,0.0,Starting now: Anderson Cooper's interview with Stormy Daniels replays now on CNN. https://t.co/UYpqI3esEb https://t.co/87zXwajZTN,Tue Mar 27 00:05:30 +0000 2018,500,CNN
278,0.25,0.707,0.121,0.172,You'll know the gun control movement is winning when... | Analysis by CNN's Gregory Krieg https://t.co/iT8rw9CkXI https://t.co/bOlllLHuu9,Tue Mar 27 00:05:09 +0000 2018,500,CNN
279,0.0772,0.544,0.218,0.238,Austin seeks peace amid the grief https://t.co/ceCQor8DX3 | via @CNNOpinion https://t.co/aK3Q1IB0o5,Tue Mar 27 00:00:19 +0000 2018,500,CNN
280,0.765,0.742,0.0,0.258,Did the Trump campaign and John Bolton's super PAC get help from overseas? | By Fred Wertheimer and Norman Eisen fo… https://t.co/dTabQC4fK6,Mon Mar 26 23:55:17 +0000 2018,500,CNN
281,-0.3818,0.809,0.191,0.0,These are all the countries that are expelling Russian diplomats https://t.co/kDqWGm1Lnp https://t.co/JPKciaQwCQ,Mon Mar 26 23:48:48 +0000 2018,500,CNN
282,-0.8658,0.553,0.447,0.0,How the cricket cheating scandal in Australia harms the national psyche https://t.co/6E7MA3eiti | via @CNNOpinion https://t.co/cYJlFKlMMY,Mon Mar 26 23:45:04 +0000 2018,500,CNN
283,-0.5859,0.798,0.202,0.0,The bankruptcy of Remington marks a blow to the gun industry and the decline of one of America's oldest gun compani… https://t.co/G2PWuxAspF,Mon Mar 26 23:38:28 +0000 2018,500,CNN
284,0.0,1.0,0.0,0.0,Iceland is bringing geothermal heating to China https://t.co/Wf4gihkyDN https://t.co/f0hoj5EIA0,Mon Mar 26 23:30:14 +0000 2018,500,CNN
285,0.0,1.0,0.0,0.0,Garry Shandling and Arthur Miller profiled in deeply personal HBO docs https://t.co/1X8tKxUvjh https://t.co/KMrwH3hLUS,Mon Mar 26 23:15:03 +0000 2018,500,CNN
286,0.0,1.0,0.0,0.0,.@AriannaHuff tells @PoppyHarlowCNN we need to “disconnect in a connected world today” and why she wants to you to… https://t.co/Bwr5LYw2kh,Mon Mar 26 23:10:09 +0000 2018,500,CNN
287,0.2263,0.888,0.0,0.112,"Netflix has its eye on another season of ""Queer Eye for the Straight Guy"" https://t.co/cziEB1gMeG https://t.co/UA5gAd6tyv",Mon Mar 26 23:05:01 +0000 2018,500,CNN
288,-0.9062,0.383,0.617,0.0,"""The Terror"" finds icy horror in doomed voyage https://t.co/7AhoP75z49 https://t.co/JOO4f5SDAU",Mon Mar 26 23:00:28 +0000 2018,500,CNN
289,0.0,1.0,0.0,0.0,"Do you have a right to know who's watching you on the internet, and how? This privacy activist is on a mission to g… https://t.co/8jfIHVbau2",Mon Mar 26 22:55:04 +0000 2018,500,CNN
290,0.0,1.0,0.0,0.0,Mystery train carries rumors about a Kim Jong Un visit to China https://t.co/LzOjWoxf0r https://t.co/afC1hRZxie,Mon Mar 26 22:45:07 +0000 2018,500,CNN
291,0.4767,0.866,0.0,0.134,"President Trump's approval rating rose to 42% in a new CNN poll, its highest level since the 100-day mark of Trump'… https://t.co/jAaIkC2jnz",Mon Mar 26 22:41:27 +0000 2018,500,CNN
292,0.4939,0.789,0.0,0.211,Harry Potter inspired the Parkland generation | By Rachel Sklar via @CNNOpinion https://t.co/ZUO9Nkl3Wu https://t.co/7bWW4yIncy,Mon Mar 26 22:40:57 +0000 2018,500,CNN
293,0.0,1.0,0.0,0.0,"Cambridge Analytica sent non-US citizens to work on American campaigns during the 2014 midterm election cycle, a fo… https://t.co/SUkg3i2FWc",Mon Mar 26 22:32:24 +0000 2018,500,CNN
294,0.5994,0.811,0.0,0.189,"RT @CNNMoney: ""It's easy to take for granted all of these gifts Mother Nature gives us."" Director Darren Aronofsky and producer Ari Handel…",Mon Mar 26 22:31:16 +0000 2018,500,CNN
295,-0.296,0.845,0.155,0.0,"Florida Gov. Rick Scott teases a ""big announcement"" amid Florida Senate speculation https://t.co/fkk3XdKrWa https://t.co/1gb5TKx6qT",Mon Mar 26 22:30:12 +0000 2018,500,CNN
296,-0.2617,0.898,0.102,0.0,"The US punishes Russia, but Trump hedges bets on Putin | Analysis by CNN's Stephen Collinson and Zachary Cohen… https://t.co/qKWmhc8u08",Mon Mar 26 22:22:31 +0000 2018,500,CNN
297,0.0,1.0,0.0,0.0,"Supercar SUVs are hot, but don't expect an SUV from Ferrari https://t.co/UVa5pN5FpK https://t.co/Es5g6xe0R6",Mon Mar 26 22:15:06 +0000 2018,500,CNN
298,-0.3612,0.865,0.135,0.0,"Multiple suspicious packages were sent to military locations in the Washington, DC, area, a law enforcement officia… https://t.co/D18XOPK2Kw",Mon Mar 26 22:14:02 +0000 2018,500,CNN
299,-0.4215,0.797,0.203,0.0,House Speaker Paul Ryan denies a rumor that he's stepping down https://t.co/thznHCAQ9C https://t.co/okbYQF0R81,Mon Mar 26 22:11:05 +0000 2018,500,CNN
300,-0.5423,0.419,0.408,0.173,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/bVpFkspIpO,Tue Mar 27 11:07:14 +0000 2018,500,FoxNews
301,0.0,1.0,0.0,0.0,.@Judgenap on 2020 census citizenship question @foxandfriends https://t.co/UAL4Qj4Hij,Tue Mar 27 10:53:51 +0000 2018,500,FoxNews
302,0.0,1.0,0.0,0.0,OPINION: Trump is right -- California is out of control https://t.co/RjIGgkS987,Tue Mar 27 10:37:37 +0000 2018,500,FoxNews
303,0.0,1.0,0.0,0.0,"Beyonce was bitten in the face by unidentified actress, Tiffany Haddish claims https://t.co/KLJb5LkMVi",Tue Mar 27 10:29:11 +0000 2018,500,FoxNews
304,0.34,0.862,0.0,0.138,"U.S. National Security Council Michael Anton on Russian expulsions: ""This is an unprecedented action...that's somet… https://t.co/w8jKzVfREa",Tue Mar 27 10:23:56 +0000 2018,500,FoxNews
305,-0.3182,0.813,0.187,0.0,"At odds with @AmbJohnBolton on North Korea, Mattis appears isolated https://t.co/gGMFWwDOOI",Tue Mar 27 10:13:36 +0000 2018,500,FoxNews
306,-0.4404,0.775,0.225,0.0,Whistleblower at center of privacy scandal to testify in UK https://t.co/lkX4Ys0c8G,Tue Mar 27 10:10:09 +0000 2018,500,FoxNews
307,-0.1779,0.629,0.206,0.166,#Trump expressed hope to see Rob Porter return to White House: report https://t.co/ZiPyNKwMSu,Tue Mar 27 10:07:02 +0000 2018,500,FoxNews
308,-0.9042,0.537,0.463,0.0,"Iowa family found dead in Mexico likely killed by water heater gas leak, official says https://t.co/sM5xsAIsJX",Tue Mar 27 10:01:55 +0000 2018,500,FoxNews
309,-0.4588,0.6,0.4,0.0,.@CDCgov warns of second wave of flu https://t.co/RxY6Qi5T4S,Tue Mar 27 09:52:46 +0000 2018,500,FoxNews
310,0.0,1.0,0.0,0.0,"Dr. Nicole Saphier: ""Rome was not built in a day, and neither is health care."" https://t.co/pDg7MNw3Pt",Tue Mar 27 09:50:10 +0000 2018,500,FoxNews
311,0.0,1.0,0.0,0.0,Family's pet cat returns home 2 days after they thought they buried him https://t.co/kwYT6uEQ9q,Tue Mar 27 09:44:41 +0000 2018,500,FoxNews
312,0.5413,0.837,0.0,0.163,"Political analyst Ron Meyer: ""Democrats really care about getting services to people who are here illegally more th… https://t.co/OXCUMwSr8f",Tue Mar 27 09:43:11 +0000 2018,500,FoxNews
313,-0.1531,0.914,0.086,0.0,"Democratic strategist Suraj Patel on citizenship question in 2020 census: ""Doing this is calculated to stopping Dem… https://t.co/1q6MIrpcaI",Tue Mar 27 09:39:30 +0000 2018,500,FoxNews
314,-0.7003,0.5,0.383,0.117,Vegas police say 5 arrests in MS-13 case solves 10 murders https://t.co/d9QfRFLoxO https://t.co/kyQkw7JIcR,Tue Mar 27 09:32:14 +0000 2018,500,FoxNews
315,0.0,1.0,0.0,0.0,"For North Korean leaders, a train unlike any other https://t.co/gGO3CxNbA5",Tue Mar 27 09:29:09 +0000 2018,500,FoxNews
316,0.5267,0.764,0.0,0.236,Dow posts biggest one-day point gain since 2008  (via @FoxBusiness) https://t.co/KeTmVaUlIu https://t.co/hB4tfEttxQ,Tue Mar 27 09:26:41 +0000 2018,500,FoxNews
317,0.128,0.889,0.0,0.111,Corey Lewandowski considering legal action against reporter who entered office without permission https://t.co/9ghJZDaMYI,Tue Mar 27 09:23:06 +0000 2018,500,FoxNews
318,-0.5994,0.822,0.178,0.0,"Kiron Skinner on expulsion of 60 Russian diplomats: ""It is the harshest action against the Russians under President… https://t.co/maX6r3wbw0",Tue Mar 27 09:19:50 +0000 2018,500,FoxNews
319,0.0,1.0,0.0,0.0,Global Russian Expulsions https://t.co/tjKuLoRujW https://t.co/ehwjOyQleE,Tue Mar 27 09:13:59 +0000 2018,500,FoxNews
320,0.0,1.0,0.0,0.0,Wynn Resorts hearing may include alleged misconduct evidence https://t.co/9PTyh9GO21,Tue Mar 27 09:12:54 +0000 2018,500,FoxNews
321,-0.5267,0.805,0.195,0.0,"Orlando nightclub shooter's father, an FBI informant, brushed off son's terror comments, agent says… https://t.co/7aTAEszZkQ",Tue Mar 27 09:11:04 +0000 2018,500,FoxNews
322,0.5423,0.769,0.0,0.231,"OPINION: #Trump, like Reagan, can beat back the 'swamp' in assembling his own presidential dream team https://t.co/PjubKZKQbL",Tue Mar 27 09:05:35 +0000 2018,500,FoxNews
323,0.0,1.0,0.0,0.0,"""Live a purposeful life.""

99-year-old WWII vet Sidney Walton and his son Paul are on a cross-country tour to meet… https://t.co/nAWYq14PZt",Tue Mar 27 09:02:51 +0000 2018,500,FoxNews
324,0.0,1.0,0.0,0.0,".@WhiteHouse: Stormy Daniels is 'inconsistent,' #Trump doesn't believe her claims are 'accurate' https://t.co/kk6ZBUvfs7",Tue Mar 27 08:45:50 +0000 2018,500,FoxNews
325,-0.5256,0.702,0.298,0.0,Uber suspended from testing self-driving cars in Arizona https://t.co/6KYQ8Zg5sa,Tue Mar 27 08:43:18 +0000 2018,500,FoxNews
326,-0.8442,0.531,0.406,0.063,Ohio Gov. Kasich commutes death sentence of man who killed woman during robbery https://t.co/qVAOdaXm9y,Tue Mar 27 08:42:50 +0000 2018,500,FoxNews
327,0.4576,0.85,0.0,0.15,"George Rodriguez: ""Democrats are more interested in sanctuary cities and protecting people that enter the country i… https://t.co/8Lr8hH9dCH",Tue Mar 27 08:41:31 +0000 2018,500,FoxNews
328,-0.5423,0.857,0.143,0.0,"""The ones that are bad need to be weeded out.""

American who escaped Al Qaeda captivity says @FBI, under Mueller an… https://t.co/QS0U88z1J5",Tue Mar 27 08:35:33 +0000 2018,500,FoxNews
329,-0.6249,0.709,0.291,0.0,"Russian envoy says relations with US in crisis, retaliation likely https://t.co/mi8RD6Xaxk",Tue Mar 27 08:30:59 +0000 2018,500,FoxNews
330,0.0,1.0,0.0,0.0,World's new largest cruise ship sets sail https://t.co/QH8HyOb78g,Tue Mar 27 08:25:43 +0000 2018,500,FoxNews
331,-0.6369,0.634,0.366,0.0,"High-ranking Michigan State official arrested, faces charges amid Nassar probe https://t.co/BppfqrhuPB",Tue Mar 27 08:23:33 +0000 2018,500,FoxNews
332,0.2023,0.913,0.0,0.087,"Daniel Hoffman on expulsion of 60 Russian diplomats: ""This is an important message that we've sent to the Kremlin.""… https://t.co/jzZLPHfkNn",Tue Mar 27 08:21:00 +0000 2018,500,FoxNews
333,0.7906,0.619,0.0,0.381,"NC sheriff hopeful apologizes for joke about taking guns away from people's 'cold, bare hands' https://t.co/V0aIuLOr99",Tue Mar 27 08:16:20 +0000 2018,500,FoxNews
334,0.4588,0.786,0.0,0.214,"Austin bomber's roommate a 'person of interest' in investigation, McCaul says https://t.co/lc7QqLfH0w https://t.co/EgBKn2YXdx",Tue Mar 27 08:15:27 +0000 2018,500,FoxNews
335,0.0,1.0,0.0,0.0,Packages with explosive material sent to military installations in DC area https://t.co/iO2Hzfg3z9 https://t.co/7uuUKsHaP0,Tue Mar 27 08:12:41 +0000 2018,500,FoxNews
336,0.0,1.0,0.0,0.0,White House attorneys looking into loans to Kushner's business over ethics concerns https://t.co/YoUm4mGttf,Tue Mar 27 08:10:51 +0000 2018,500,FoxNews
337,0.0,1.0,0.0,0.0,"#Trump orders expulsion of dozens of Russian diplomats, closure of consulate in Seattle https://t.co/6odgJOzV6t https://t.co/5znEfyZq0a",Tue Mar 27 08:09:30 +0000 2018,500,FoxNews
338,-0.4767,0.721,0.279,0.0,EasyJet pilot suspended for using Snapchat during flight https://t.co/56CDzUQBeE,Tue Mar 27 08:06:14 +0000 2018,500,FoxNews
339,-0.4019,0.658,0.226,0.115,.@gen_jackkeane on countries expelling Russian diplomats: “What I’m hoping is it thickens the spine of these weak E… https://t.co/EY6MPVgsGO,Tue Mar 27 08:00:02 +0000 2018,500,FoxNews
340,-0.8271,0.539,0.461,0.0,"Father, son killed in collapse inside silo at Wisconsin farm https://t.co/L6ooukO11o",Tue Mar 27 07:55:00 +0000 2018,500,FoxNews
341,0.0,1.0,0.0,0.0,FEAST YOUR EYES: This baby orangutan at the Phoenix Zoo got a front-row seat when a young boy began performing tric… https://t.co/LkdmLWK2Ys,Tue Mar 27 07:50:00 +0000 2018,500,FoxNews
342,0.0,1.0,0.0,0.0,California to sue #Trump admin over citizenship question in 2020 census https://t.co/YOIGzHhuby,Tue Mar 27 07:45:00 +0000 2018,500,FoxNews
343,0.0,1.0,0.0,0.0,"QUARRELING KOALAS: These two male koalas were caught wrestling in Australia, reportedly, over a female koala just o… https://t.co/D1I5NEQuRd",Tue Mar 27 07:40:00 +0000 2018,500,FoxNews
344,-0.34,0.844,0.156,0.0,American exchange students in Italy started kitchen fire by cooking pasta without water https://t.co/zn5KQRR9r2,Tue Mar 27 07:35:00 +0000 2018,500,FoxNews
345,0.0,1.0,0.0,0.0,"Austan Goolsbee: ""They had a record-setting day on the stock market today, precisely because @realDonaldTrump is no… https://t.co/YwemCnISmR",Tue Mar 27 07:30:00 +0000 2018,500,FoxNews
346,0.0,1.0,0.0,0.0,North Dakota tries to establish Theodore Roosevelt library https://t.co/Tk8Hx6Sqpr,Tue Mar 27 07:25:00 +0000 2018,500,FoxNews
347,0.2235,0.91,0.0,0.09,"SNOW MORE GRASS HERE: One resident of New Whiteland, Indiana didn't let a snowstorm stop him from yardwork over the… https://t.co/bCdpEVYJZf",Tue Mar 27 07:20:00 +0000 2018,500,FoxNews
348,0.6096,0.738,0.0,0.262,"Unusually heavy security at a Beijing guesthouse where prominent North Koreans have previously stayed, paired with… https://t.co/207dukBvNr",Tue Mar 27 07:15:00 +0000 2018,500,FoxNews
349,-0.6124,0.783,0.217,0.0,"David Bossie: ""Tough talk— talking about tariffs, talking about ending these bad trade deals, is what is getting us… https://t.co/eiwdZNLqRT",Tue Mar 27 07:10:00 +0000 2018,500,FoxNews
350,0.3818,0.874,0.0,0.126,"President @realDonaldTrump tweeted about ""trade talks"" on Monday night, assuring that ""in the end, all will be happ… https://t.co/EenoisCIKL",Tue Mar 27 07:05:00 +0000 2018,500,FoxNews
351,0.2023,0.904,0.0,0.096,.@KyleKashuv: “Gun control won’t solve this issue. We’ve seen that we have to hold our government accountable.”… https://t.co/keFKSgREAj,Tue Mar 27 07:00:01 +0000 2018,500,FoxNews
352,0.8923,0.527,0.0,0.473,"'Avengers' star Chris Evans, 'Deadpool's' Ryan Reynolds and more Marvel all-stars help fulfill dying boy's wish https://t.co/sAVdKbppOJ",Tue Mar 27 06:55:00 +0000 2018,500,FoxNews
353,-0.6249,0.76,0.24,0.0,"Harry Kazianis: ""I think @AmbJohnBolton is North Korea and China's worst nightmare."" @IngrahamAngle https://t.co/IjIDyMBHQJ",Tue Mar 27 06:50:00 +0000 2018,500,FoxNews
354,-0.4404,0.847,0.153,0.0,Texas man who allegedly had weapons stockpile in Boston-area hotel says he was on a classified mission https://t.co/92KOFwDLxr,Tue Mar 27 06:45:00 +0000 2018,500,FoxNews
355,-0.25,0.905,0.095,0.0,".@IngrahamAngle: ""On trade, let's remember, the @POTUS has stood on principle. He stuck to his guns, and he complet… https://t.co/IAaDJb99j2",Tue Mar 27 06:40:00 +0000 2018,500,FoxNews
356,-0.4767,0.763,0.237,0.0,"High-ranking Michigan State official arrested amid Nassar probe, sheriff says https://t.co/nV16KaHA1C",Tue Mar 27 06:35:00 +0000 2018,500,FoxNews
357,0.0,1.0,0.0,0.0,"Roger McNamee: “I think all of Silicon Valley needs to reassess why it’s in business, and recognize that they can b… https://t.co/FE07jALDDp",Tue Mar 27 06:30:00 +0000 2018,500,FoxNews
358,-0.3182,0.777,0.223,0.0,Mattis appears isolated as #Trump adds hawkish Bolton https://t.co/gGMFWwmdq8,Tue Mar 27 06:25:00 +0000 2018,500,FoxNews
359,-0.4019,0.881,0.119,0.0,.@dbongino: “The problem with this debate is you have people who live in these cultural bubbles who talk about gun… https://t.co/tEMkkBs1Pl,Tue Mar 27 06:20:00 +0000 2018,500,FoxNews
360,0.7783,0.618,0.0,0.382,NYPD detective makes heroic effort to save man from jumping off bridge https://t.co/C5zSAuNFhJ,Tue Mar 27 06:15:00 +0000 2018,500,FoxNews
361,-0.3182,0.699,0.179,0.122,Former Al Qaeda hostage in Syria alleges @FBI sacrificed his safety to track terrorists. Catherine Herridge reports… https://t.co/mPGJAQ3Uvs,Tue Mar 27 06:10:00 +0000 2018,500,FoxNews
362,0.3612,0.857,0.0,0.143,"On @TheStoryFNC, Stoneman Douglas shooting survivor @KyleKashuv said that many of the activists at the… https://t.co/qIq7wiO10s",Tue Mar 27 06:05:00 +0000 2018,500,FoxNews
363,0.2846,0.888,0.0,0.112,".@RajShah45: “The president is a strong believer in the Second Amendment, but he does believe other measures could… https://t.co/pUaIbB19mk",Tue Mar 27 06:00:00 +0000 2018,500,FoxNews
364,0.0,1.0,0.0,0.0,Train's arrival in Beijing raises speculation of Kim visit https://t.co/fmSC0367k8,Tue Mar 27 05:57:46 +0000 2018,500,FoxNews
365,0.4588,0.8,0.0,0.2,"Christian community slams Sweet Jesus ice cream shop over 'blasphemous' name, imagery https://t.co/L4h1uGeDDX",Tue Mar 27 05:55:00 +0000 2018,500,FoxNews
366,0.3818,0.843,0.0,0.157,".@MZHemingway: “Objectively speaking, [President Trump’s] been stronger than either of his two predecessors against… https://t.co/om7xzvt1MH",Tue Mar 27 05:50:00 +0000 2018,500,FoxNews
367,0.0,1.0,0.0,0.0,'It's Unconstitutional': More CA Cities Looking to Opt Out of Sanctuary Law https://t.co/W9aJrQ6OSG,Tue Mar 27 05:45:00 +0000 2018,500,FoxNews
368,-0.5267,0.794,0.206,0.0,".@Judgenap on former hostage accusing FBI of misleading his family: “The FBI, in this particular case, couldn’t car… https://t.co/CnT7AaUYjO",Tue Mar 27 05:40:00 +0000 2018,500,FoxNews
369,-0.1531,0.714,0.164,0.121,Amazon shopper shocked over massive box used to mail small item https://t.co/wZrt1r7ruZ,Tue Mar 27 05:35:00 +0000 2018,500,FoxNews
370,0.7845,0.669,0.0,0.331,.@RajShah45: “Today’s actions make the United States safer by reducing Russia’s ability to spy on Americans and to… https://t.co/9UGfvIAeuB,Tue Mar 27 05:30:00 +0000 2018,500,FoxNews
371,-0.4767,0.744,0.256,0.0,Kansas water park co-owner arrested over 10-year-old boy's decapitation https://t.co/wccBFGvKrb,Tue Mar 27 05:25:00 +0000 2018,500,FoxNews
372,0.4404,0.704,0.103,0.192,"'JAWS'-DROPPING VIDEO: These boaters' fishing trip near Daytona Beach, Florida, was interrupted by a great white sh… https://t.co/cTBVnFoTvg",Tue Mar 27 05:20:00 +0000 2018,500,FoxNews
373,-0.2263,0.581,0.239,0.181,Florida woman hopes to catch her attacker in viral posts https://t.co/4Nv4n8bHZP,Tue Mar 27 05:15:00 +0000 2018,500,FoxNews
374,-0.5267,0.732,0.268,0.0,".@David_Bossie: “The facts are there was no collusion, there was no cooperation.” #Outnumbered https://t.co/e7ekKUt04W",Tue Mar 27 05:10:00 +0000 2018,500,FoxNews
375,-0.34,0.862,0.138,0.0,"On @foxandfriends, @dbongino sounded off on Representative @DevinNunes' warning that @TheJusticeDept and the @FBI m… https://t.co/KrrZmd2htL",Tue Mar 27 05:05:00 +0000 2018,500,FoxNews
376,0.4939,0.856,0.0,0.144,John Sununu: “The president is… trying to reduce trade imbalance by a hundred billion dollars. If he succeeds in th… https://t.co/Cdf9Blue50,Tue Mar 27 05:00:00 +0000 2018,500,FoxNews
377,-0.6705,0.621,0.379,0.0,Mother and sister of fallen Indiana deputy attacked at courthouse https://t.co/flQvdAKuDr,Tue Mar 27 04:55:00 +0000 2018,500,FoxNews
378,0.0,1.0,0.0,0.0,"#Trump orders expulsion of dozens of Russian diplomats, closure of consulate in Seattle https://t.co/6odgJORvY1 https://t.co/QUHmDaXXhg",Tue Mar 27 04:50:00 +0000 2018,500,FoxNews
379,0.0,1.0,0.0,0.0,"Trump fundraiser sues Qatar, lobbyists over email hack https://t.co/GcByILm4Yn",Tue Mar 27 04:45:00 +0000 2018,500,FoxNews
380,-0.3818,0.867,0.133,0.0,"Troy Edgar, Mayor of Los Alamitos: “When [California] passed the sanctuary law, this law basically conflicts direct… https://t.co/SG9iATUsxR",Tue Mar 27 04:40:00 +0000 2018,500,FoxNews
381,0.765,0.68,0.0,0.32,Giant great white shark caught on camera circling Florida man's boat: 'It was like a movie' https://t.co/5XTh6EOQ4u,Tue Mar 27 04:35:00 +0000 2018,500,FoxNews
382,0.0,1.0,0.0,0.0,Marine's 2-year-old brother takes his place in girlfriend's prom photos https://t.co/flyW7M3PZP https://t.co/L4m8tUOmJX,Tue Mar 27 04:30:00 +0000 2018,500,FoxNews
383,0.0,1.0,0.0,0.0,Stormy Daniels files defamation suit against #Trump attorney Michael Cohen https://t.co/ksOxVLUgfK,Tue Mar 27 04:25:00 +0000 2018,500,FoxNews
